play,line,line lemmas,line type,RuSentiLex,EmoLex,LinisCrowd,ChenSkiena,ProductSentiRus,SentiRusColl,Eduard
griboyedov-gore-ot-uma,В ученый комитет который поселился,в ученый комитет который поселяться,spoken,0,1,0,1,0,0,1
griboyedov-gore-ot-uma,И с криком требовал присяг,и с крик требовать присяга,spoken,0,1,0,-1,-1,0,1
griboyedov-gore-ot-uma,Чтоб грамоте никто не знал и не учился?,чтоб грамота никто не знать и не учиться,spoken,0,1,0,0,-1,0,1
griboyedov-gore-ot-uma,Опять увидеть их мне суждено судьбой!,опять увидеть они я суждено судьба,spoken,0,0,0,1,-1,0,1
griboyedov-gore-ot-uma,Жить с ними надоест и в ком не сыщещь пятен?,жить с они надоедать и в кто не сыщещь пятно,spoken,-1,-1,-1,-1,1,0,1
griboyedov-gore-ot-uma,Когда ж пространствуешь воротишься домой,когда ж пространствовать воротиться домой,spoken,0,0,0,0,-1,0,1
griboyedov-gore-ot-uma,И дым Отечества нам сладок и приятен!,и дым отечество мы сладкий и приятный,spoken,0,1,0,1,0,0,1
griboyedov-gore-ot-uma,Вот вас бы с тетушкою свесть,вот вы бы с тетушка свесть,spoken,0,0,0,0,0,0,0
griboyedov-gore-ot-uma,Чтоб всех знакомых перечесть.,чтоб весь знакомый перечитывать,spoken,0,0,0,1,-1,0,0
griboyedov-gore-ot-uma,А тетушка? все девушкой Минервой?,а тетушка все девушка минерва,spoken,0,0,0,-1,0,0,0
griboyedov-gore-ot-uma,Все фрейлиной Екатерины Первой?,весь фрейлина екатерина первый,spoken,0,0,0,1,0,0,0
griboyedov-gore-ot-uma,Воспитанниц и мосек полон дом?,воспитанница и моська полный дом,spoken,0,1,1,0,-1,0,0
griboyedov-gore-ot-uma,Ах! к воспитанью перейдем.,ах к воспитание переходить,spoken,0,0,0,1,-1,0,0
griboyedov-gore-ot-uma,Что нынче так же как издревле,что нынче так же как издревле,spoken,0,0,0,1,0,0,0
griboyedov-gore-ot-uma,Хлопочут набирать учителей полки,хлопотать набирать учитель полка,spoken,0,1,0,0,0,0,0
griboyedov-gore-ot-uma,Числом поболее ценою подешевле?,число поболее цена дешево,spoken,0,-1,-1,1,-1,0,0
griboyedov-gore-ot-uma,"Не то чтобы в науке далеки,",не то чтобы в наука далекий,spoken,-1,0,0,0,-1,0,0
griboyedov-gore-ot-uma,В России под великим штрафом,в россия под великий штраф,spoken,-1,-1,1,1,-1,0,0
griboyedov-gore-ot-uma,Нам каждого признать велят,мы каждый признавать велеть,spoken,1,0,0,0,-1,0,0
griboyedov-gore-ot-uma,Историком и геогра́фом!,историк и географ,spoken,0,0,0,0,0,0,0
griboyedov-gore-ot-uma,Наш ментор помните колпак его халат,наш ментор помнить колпак его халат,spoken,0,0,0,0,-1,0,0
griboyedov-gore-ot-uma,Перст указательный все признаки ученья,перст указательный весь признак учение,spoken,0,0,0,0,0,0,0
griboyedov-gore-ot-uma,Как наши робкие тревожные умы,как наш робкий тревожный ум,spoken,-1,-1,-1,1,-1,0,0
griboyedov-gore-ot-uma,Как с ранних пор привыкли верить мы,как с ранний пора привыкать верить мы,spoken,1,0,1,1,-1,0,0
griboyedov-gore-ot-uma,Что нам без немцев нет спасенья! —,что мы без немец нет спасение,spoken,0,1,1,0,-1,0,0
griboyedov-gore-ot-uma,А Гильоме француз подбитый ветерком?,а гильом француз подбивать ветерок,spoken,0,0,0,0,0,0,0
griboyedov-gore-ot-uma,Он не женат еще?,он не женатый еще,spoken,0,0,0,0,0,0,0
griboyedov-gore-ot-uma,На ком?,на кто,spoken,0,0,0,0,0,0,0
griboyedov-gore-ot-uma,Хоть на какой-нибудь княгине,хоть на какой-нибудь княгиня,spoken,0,0,0,0,0,0,0
griboyedov-gore-ot-uma,Пульхерии Андревне например?,пульхерия андревна например,spoken,0,0,0,0,0,0,0
griboyedov-gore-ot-uma,Танцмейстер! можно ли!,танцмейстер можно ли,spoken,0,0,0,0,0,0,-1
griboyedov-gore-ot-uma,Что ж он и кавалер.,что ж он и кавалер,spoken,0,0,0,1,0,0,0
griboyedov-gore-ot-uma,От нас потребуют с именьем быть и в чине,от мы потребовать с имение быть и в чин,spoken,0,0,0,0,0,0,0
griboyedov-gore-ot-uma,А Гильоме!.. — Здесь нынче тон каков,а гильом здесь нынче тон каков,spoken,0,0,0,0,0,0,0
griboyedov-gore-ot-uma,На съездах на больших по праздникам приходским,на съезд на большой по праздник приходский,spoken,1,1,0,1,-1,0,0
griboyedov-gore-ot-uma,Господствует еще смешенье языков:,господствовать еще смешение язык,spoken,0,0,0,0,0,0,0
griboyedov-gore-ot-uma,Французского с нижегородским? —,французский с нижегородский,spoken,0,0,0,0,0,0,0
griboyedov-gore-ot-uma,Смесь языков?,смесь язык,spoken,0,0,0,0,0,0,0
griboyedov-gore-ot-uma,Да двух без этого нельзя ж.,да два без это нельзя ж,spoken,0,1,0,0,0,0,0
griboyedov-gore-ot-uma,Но мудрено из них один скроить как ваш.,но мудрено из они один скроить как ваш,spoken,0,0,0,1,0,0,1
griboyedov-gore-ot-uma,По крайней мере не надутый.,по крайний мера не надувать,spoken,0,0,-1,1,-1,0,-1
griboyedov-gore-ot-uma,Вот новости! — я пользуюсь минутой,вот новость я пользоваться минута,spoken,0,0,0,0,0,0,-1
griboyedov-gore-ot-uma,Свиданьем с вами оживлен,свидание с вы оживлять,spoken,1,1,0,0,0,0,-1
griboyedov-gore-ot-uma,"И говорлив, а разве нет времен",и говорливый а разве нет время,spoken,0,0,0,-1,0,0,-1
griboyedov-gore-ot-uma,Что я Молчалина глупее? Где он кстати?,что я молчалин глупо где он кстати,spoken,0,0,0,0,0,0,-1
griboyedov-gore-ot-uma,Еще ли не сломил безмолвия печати?,еще ли не сламывать безмолвие печать,spoken,0,0,0,0,0,0,-1
griboyedov-gore-ot-uma,Бывало песенок где новеньких тетрадь,бывало песенка где новенький тетрадь,spoken,0,1,1,0,1,0,-1
griboyedov-gore-ot-uma,Увидит пристает: пожалуйте списать.,увидеть приставать пожаловать списывать,spoken,0,0,1,0,-1,0,-1
griboyedov-gore-ot-uma,А впрочем он дойдет до степеней известных,а впрочем он доходить до степень известный,spoken,0,1,0,1,-1,0,-1
griboyedov-gore-ot-uma,Ведь нынче любят бессловесных.,ведь нынче любить бессловесный,spoken,1,0,1,1,-1,0,-1
griboyedov-gore-ot-uma,Не человек змея!,не человек змея,spoken,0,0,0,0,0,0,-1
griboyedov-gore-ot-uma,Хочу у вас спросить:,хотеть у вы спрашивать,spoken,0,0,0,1,0,0,-1
griboyedov-gore-ot-uma,Случалось ли чтоб вы смеясь? или в печали?,случаться ли чтоб вы смеяться или в печаль,spoken,-1,-1,1,-1,-1,0,-1
griboyedov-gore-ot-uma,Ошибкою? добро о ком-нибудь сказали?,ошибка добро о кто-нибудь сказать,spoken,0,-1,0,0,-1,0,-1
griboyedov-gore-ot-uma,Хоть не теперь а в детстве может быть.,хоть не теперь а в детство мочь быть,spoken,0,1,0,0,-1,0,-1
griboyedov-gore-ot-uma,Когда все мягко так? и нежно и незрело?,когда все мягко так и нежно и незрелый,spoken,-1,-1,-1,1,-1,0,-1
griboyedov-gore-ot-uma,На что же так давно? вот доброе вам дело:,на что же так давно вот добрый вы дело,spoken,1,0,1,1,-1,0,-1
griboyedov-gore-ot-uma,Звонками только что гремя,звонок только что греметь,spoken,1,0,0,0,0,0,-1
griboyedov-gore-ot-uma,И день и ночь по снеговой пустыне,и день и ночь по снеговой пустыня,spoken,0,-1,0,-1,0,0,-1
griboyedov-gore-ot-uma,Спешу к вам голову сломя.,спешить к вы голова сломя,spoken,0,0,0,-1,-1,0,-1
griboyedov-gore-ot-uma,И как вас нахожу? в каком-то строгом чине!,и как вы находить в какой-то строгий чин,spoken,-1,0,0,0,-1,0,-1
griboyedov-gore-ot-uma,Вот полчаса холодности терплю!,вот полчаса холодность терпеть,spoken,-1,0,0,0,-1,0,-1
griboyedov-gore-ot-uma,Лицо святейшей богомолки!..,лицо святой богомолка,spoken,1,1,0,1,-1,0,-1
griboyedov-gore-ot-uma,И все-таки я вас без памяти люблю.,и все-таки я вы без память любить,spoken,1,0,1,1,-1,0,-1
griboyedov-gore-ot-uma,Послушайте ужли слова мои все колки?,послушать ужли слово мой весь колок,spoken,0,1,0,0,-1,0,0
griboyedov-gore-ot-uma,И клонятся к чьему-нибудь вреду?,и клониться к чей-нибудь вред,spoken,-1,-1,-1,-1,0,0,0
griboyedov-gore-ot-uma,Но если так: ум с сердцем не в ладу.,но если так ум с сердце не в лад,spoken,0,1,0,0,0,0,0
griboyedov-gore-ot-uma,Я в чудаках иному чуду,я в чудак иной чудо,spoken,1,0,1,1,-1,0,0
griboyedov-gore-ot-uma,"Раз посмеюсь потом забуду,",раз посмеяться потом забывать,spoken,-1,-1,0,0,-1,0,0
griboyedov-gore-ot-uma,Велите ж мне в огонь: пойду как на обед.,велеть ж я в огонь пойти как на обед,spoken,0,0,0,1,-1,0,0
griboyedov-gore-ot-uma,Да хорошо сгорите если ж нет?,да хорошо сгорать если ж нет,spoken,0,1,0,1,-1,0,-1
griboyedov-gore-ot-uma,Вот и другой.,вот и другой,spoken,0,0,0,0,0,0,-1
griboyedov-gore-ot-uma,Ах батюшка сон в руку.,ах батюшка сон в рука,spoken,0,0,0,1,-1,0,0
griboyedov-gore-ot-uma,Проклятый сон.,проклятый сон,spoken,-1,-1,0,0,-1,0,-1
griboyedov-gore-ot-uma,Ну выкинул ты штуку!,ну выкидывать ты штука,spoken,-1,0,-1,1,-1,0,1
griboyedov-gore-ot-uma,Три года не писал двух слов!,три год не писать два слово,spoken,0,1,0,0,0,0,1
griboyedov-gore-ot-uma,И грянул вдруг как с облаков.,и грянуть вдруг как с облако,spoken,0,0,0,-1,-1,0,1
griboyedov-gore-ot-uma,Здорово друг здорово брат здорово!,здорово друг здорово брат здорово,spoken,1,1,0,1,-1,0,1
griboyedov-gore-ot-uma,Рассказывай чай у тебя готово,рассказывать чай у ты готовый,spoken,1,0,0,1,-1,0,1
griboyedov-gore-ot-uma,Собранье важное вестей?,собрание важный весть,spoken,1,1,0,1,-1,0,1
griboyedov-gore-ot-uma,Садись-ка объяви скорей.,садиться ка объявлять скоро,spoken,0,0,0,0,-1,0,1
griboyedov-gore-ot-uma,Как Софья Павловна у вас похорошела!,как софья павловна у вы похорошеть,spoken,1,0,0,1,0,0,1
griboyedov-gore-ot-uma,Вам людям молодым другого нету дела,вы человек молодой другой нету дело,spoken,0,1,0,1,-1,0,0
griboyedov-gore-ot-uma,Как замечать девичьи красоты:,как замечать девичий красота,spoken,1,1,0,1,-1,0,0
griboyedov-gore-ot-uma,Сказала что-то вскользь а ты,сказать что-то вскользь а ты,spoken,0,0,0,0,-1,0,0
griboyedov-gore-ot-uma,Я чай надеждами занесся заколдован.,я чай надежда занестись заколдованный,spoken,0,1,1,1,0,0,0
griboyedov-gore-ot-uma,Ах! нет надеждами я мало избалован.,ах нет надежда я мало избаловывать,spoken,1,1,1,1,1,0,-1
griboyedov-gore-ot-uma,«Сон в руку» — мне она изволила шепнуть,сон в рука я она изволить шепнуть,spoken,0,0,0,1,-1,0,0
griboyedov-gore-ot-uma,Вот ты задумал...,вот ты задумывать,spoken,0,0,0,0,-1,0,0
griboyedov-gore-ot-uma,Я? — Ничуть.,я ничуть,spoken,0,0,0,0,-1,0,0
griboyedov-gore-ot-uma,О ком ей снилось? что такое?,о кто она сниться что такой,spoken,0,0,0,0,-1,0,0
griboyedov-gore-ot-uma,Я не отгадчик снов.,я не отгадчик сон,spoken,0,0,0,0,0,0,0
griboyedov-gore-ot-uma,Не верь ей все пустое.,не верить она все пустой,spoken,0,0,-1,-1,-1,0,0
griboyedov-gore-ot-uma,"Я верю собственным глазам,",я верить собственный глаз,spoken,1,0,1,1,-1,0,-1
griboyedov-gore-ot-uma,Век не встречал подписку дам,век не встречать подписка дама,spoken,0,1,0,0,-1,0,-1
griboyedov-gore-ot-uma,Что б было ей хоть несколько подобно!,что б быть она хоть несколько подобно,spoken,0,0,0,1,0,0,-1
griboyedov-gore-ot-uma,Он все свое. Да расскажи подробно,он весь свое да рассказывать подробно,spoken,0,1,0,1,-1,0,0
griboyedov-gore-ot-uma,Где был? Скитался столько лет!,где быть скитаться столько год,spoken,0,0,0,0,-1,0,0
griboyedov-gore-ot-uma,Откудова теперь?,откудова теперь,spoken,0,0,0,0,0,0,0
griboyedov-gore-ot-uma,Теперь мне до того ли!,теперь я до то ли,spoken,0,0,0,0,0,0,-1
griboyedov-gore-ot-uma,Хотел объехать целый свет,хотеть объехать целый свет,spoken,0,0,0,1,-1,0,-1
griboyedov-gore-ot-uma,И не объехал сотой доли.,и не объехать сотый доля,spoken,0,0,0,1,0,0,-1
griboyedov-gore-ot-uma,"Простите, я спешил скорее видеть вас",прощать я спешивать скоро видеть вы,spoken,0,1,0,0,-1,0,0
griboyedov-gore-ot-uma,Не заезжал домой. Прощайте! Через час,не заезжать домой прощать через час,spoken,0,1,0,0,-1,0,0
griboyedov-gore-ot-uma,Явлюсь подробности малейшей не забуду,являться подробность малый не забывать,spoken,1,-1,0,0,-1,0,0
griboyedov-gore-ot-uma,Вам первым вы потом рассказывайте всюду.,вы первый вы потом рассказывать всюду,spoken,0,0,0,1,-1,0,0
griboyedov-gore-ot-uma,Как хороша!,как хороший,spoken,1,0,1,1,-1,0,1
griboyedov-gore-ot-uma,Который же из двух?,который же из два,spoken,0,0,0,0,0,0,-1
griboyedov-gore-ot-uma,«Ах! батюшка сон в руку!»,ах батюшка сон в рука,spoken,0,0,0,1,-1,0,-1
griboyedov-gore-ot-uma,И говорит мне это вслух!,и говорить я это вслух,spoken,0,1,0,0,-1,0,-1
griboyedov-gore-ot-uma,Ну виноват! Какого ж дал я крюку!,ну виноватый какой ж давать я крюк,spoken,-1,0,0,0,-1,0,-1
griboyedov-gore-ot-uma,Молчалин давиче в сомненье ввел меня.,молчалин давич в сомнение вводить я,spoken,-1,-1,-1,-1,0,0,-1
griboyedov-gore-ot-uma,Теперь... да в полмя из огня:,теперь да в полмить из огонь,spoken,0,1,0,0,0,0,-1
griboyedov-gore-ot-uma,"Тот нищий этот франт-приятель,",тот нищий этот франт приятель,spoken,-1,0,-1,0,-1,0,-1
griboyedov-gore-ot-uma,"Отъявлен мотом сорванцом,",отъявленный мот сорванец,spoken,-1,0,-1,0,0,0,-1
griboyedov-gore-ot-uma,Что за комиссия Создатель,что за комиссия создатель,spoken,0,0,0,0,0,0,-1
griboyedov-gore-ot-uma,Быть взрослой дочери отцом! —,быть взрослый дочь отец,spoken,0,1,0,1,-1,0,-1
griboyedov-gore-ot-uma,Петрушка вечно ты с обновкой,петрушка вечно ты с обновка,spoken,0,0,0,0,-1,0,0
griboyedov-gore-ot-uma,С разодранным локтем. Достань-ка календарь:,с раздирать локоть доставать ка календарь,spoken,-1,0,0,0,-1,0,0
griboyedov-gore-ot-uma,"Читай не так как пономарь,",читать не так как пономарь,spoken,0,0,0,1,-1,0,0
griboyedov-gore-ot-uma,А с чувством с толком с расстановкой.,а с чувство с толк с расстановка,spoken,1,0,1,1,-1,0,0
griboyedov-gore-ot-uma,Постой же. — На листе черкни на записном,постоять же на лист черкнуть на записной,spoken,0,0,0,0,-1,0,0
griboyedov-gore-ot-uma,Противу будущей недели:,против будущий неделя,spoken,0,-1,0,0,-1,0,0
griboyedov-gore-ot-uma,К Прасковье Федоровне в дом,к прасковья федоровна в дом,spoken,0,0,1,0,0,0,0
griboyedov-gore-ot-uma,Во вторник зван я на форели.,во вторник звать я на форель,spoken,0,0,0,-1,0,0,0
griboyedov-gore-ot-uma,Куда как чуден создан свет!,куда как чудный создавать свет,spoken,1,0,1,1,-1,0,0
griboyedov-gore-ot-uma,"Пофилософствуй ум вскружится,",пофилософствовать ум вскружиться,spoken,0,1,0,0,0,0,0
griboyedov-gore-ot-uma,То бережешься то обед:,то беречься то обед,spoken,0,0,0,0,0,0,0
griboyedov-gore-ot-uma,Ешь три часа а в три дни не сварится!,есть три час а в три день не свариваться,spoken,0,0,0,0,0,0,0
griboyedov-gore-ot-uma,Отметь-ка в тот же день... Нет нет.,отмечать ка в тот же день нет нет,spoken,0,0,0,0,0,0,0
griboyedov-gore-ot-uma,В четверг я зван на погребенье.,в четверг я звать на погребение,spoken,-1,-1,0,0,0,0,0
griboyedov-gore-ot-uma,Ох род людской! пришло в забвенье,ох род людской приходить в забвение,spoken,0,-1,0,-1,-1,0,0
griboyedov-gore-ot-uma,Что всякий сам туда же должен лезть,что всякий сам туда же должный лезть,spoken,-1,0,-1,-1,-1,0,0
griboyedov-gore-ot-uma,В тот ларчик где ни стать ни сесть.,в тот ларчик где ни становиться ни садиться,spoken,0,0,0,0,0,0,0
griboyedov-gore-ot-uma,Но память по себе намерен кто оставить,но память по себя намерен кто оставлять,spoken,0,-1,0,-1,-1,0,0
griboyedov-gore-ot-uma,Житьем похвальным вот пример:,житие похвальный вот пример,spoken,1,1,0,0,-1,0,0
griboyedov-gore-ot-uma,Покойник был почтенный камергер,покойник быть почтенный камергер,spoken,1,-1,0,0,-1,0,0
griboyedov-gore-ot-uma,"С ключом и сыну ключ умел доставить,",с ключ и сын ключ уметь доставлять,spoken,0,0,0,0,-1,0,0
griboyedov-gore-ot-uma,"Богат и на богатой был женат,",богатый и на богатый быть женатый,spoken,1,1,1,1,-1,0,0
griboyedov-gore-ot-uma,"Переженил детей внучат,",переженить ребенок внучонок,spoken,0,1,0,0,0,0,0
griboyedov-gore-ot-uma,"Скончался, все о нем прискорбно поминают.",скончаться все о он прискорбный поминать,spoken,-1,-1,-1,0,-1,0,0
griboyedov-gore-ot-uma,Кузьма Петрович! Мир ему! —,кузьма петрович мир он,spoken,0,1,0,1,0,0,0
griboyedov-gore-ot-uma,Что за тузы в Москве живут и умирают! —,что за туз в москва жить и умирать,spoken,0,1,-1,-1,-1,0,0
griboyedov-gore-ot-uma,Пиши в четверг одно уж к одному,писать в четверг один уж к один,spoken,0,0,0,0,0,0,0
griboyedov-gore-ot-uma,А может в пятницу а может и в субботу,а может в пятница а может и в суббота,spoken,0,0,0,0,0,0,0
griboyedov-gore-ot-uma,Я должен у вдовы у докторши крестить.,я должный у вдова у докторша крестить,spoken,0,0,-1,0,-1,0,0
griboyedov-gore-ot-uma,Она не родила но по расчету,она не родить но по расчет,spoken,0,0,0,0,0,0,0
griboyedov-gore-ot-uma,По моему: должна родить. —,по мой должный родить,spoken,0,0,0,0,-1,0,0
griboyedov-gore-ot-uma,А! Александр Андреич просим,а александр андреич просить,spoken,0,0,0,-1,0,0,1
griboyedov-gore-ot-uma,Садитесь-ко.,садиться ко,spoken,0,0,0,0,0,0,1
griboyedov-gore-ot-uma,Вы заняты?,вы занятый,spoken,0,0,0,0,-1,0,0
griboyedov-gore-ot-uma,Поди.,поди,spoken,0,0,0,0,0,0,0
griboyedov-gore-ot-uma,Да разные дела на память в книгу вносим,да разный дело на память в книга вносить,spoken,0,1,1,-1,-1,0,0
griboyedov-gore-ot-uma,Забудется того гляди. —,забываться тот глядеть,spoken,0,0,-1,0,-1,0,0
griboyedov-gore-ot-uma,"Вы что-то не весёлы стали,",вы что-то не веселый становиться,spoken,1,1,1,1,1,0,0
griboyedov-gore-ot-uma,Скажите отчего? Приезд не в пору мой?,сказать отчего приезд не в пора мой,spoken,0,0,0,0,-1,0,0
griboyedov-gore-ot-uma,Уж Софье Павловне какой,уж софья павловна какой,spoken,0,0,0,0,0,0,0
griboyedov-gore-ot-uma,Не приключилось ли печали?,не приключаться ли печаль,spoken,-1,-1,0,-1,-1,0,0
griboyedov-gore-ot-uma,У вас в лице в движеньях суета.,у вы в лицо в движение суета,spoken,-1,0,-1,0,-1,0,0
griboyedov-gore-ot-uma,Ах! батюшка нашел загадку,ах батюшка находить загадка,spoken,0,0,0,-1,-1,0,-1
griboyedov-gore-ot-uma,Не весел я!.. В мои лета,не веселый я в мой год,spoken,1,1,1,1,1,0,-1
griboyedov-gore-ot-uma,Не можно же пускаться мне вприсядку!,не можно же пускаться я вприсядку,spoken,0,0,0,0,0,0,-1
griboyedov-gore-ot-uma,"Никто не приглашает вас,",никто не приглашать вы,spoken,0,1,0,0,0,0,0
griboyedov-gore-ot-uma,Я только что спросил два слова,я только что спрашивать два слово,spoken,0,1,0,1,0,0,0
griboyedov-gore-ot-uma,Об Софье Павловне быть может нездорова?,об софья павловна быть мочь нездоровый,spoken,-1,-1,-1,0,-1,0,0
griboyedov-gore-ot-uma,Тьфу господи прости! Пять тысяч раз,тьфу господи прощать пять тысяча раз,spoken,-1,1,-1,0,-1,0,-1
griboyedov-gore-ot-uma,Твердит одно и то же!,твердить один и тот же,spoken,0,0,0,0,0,0,-1
griboyedov-gore-ot-uma,То Софьи Павловны на свете нет пригоже,то софья павловна на свет нет пригожий,spoken,1,0,0,1,0,0,-1
griboyedov-gore-ot-uma,То Софья Павловна больна —,то софья павловна больной,spoken,-1,-1,0,0,-1,0,-1
griboyedov-gore-ot-uma,Скажи тебе понравилась она?,сказать ты понравиться она,spoken,1,0,1,1,-1,0,-1
griboyedov-gore-ot-uma,"Обрыскал свет, не хочешь ли жениться?",обрыскать свет не хотеть ли жениться,spoken,0,0,0,1,0,0,-1
griboyedov-gore-ot-uma,А вам на что?,а вы на что,spoken,0,0,0,0,0,0,-1
griboyedov-gore-ot-uma,Меня не худо бы спроситься,я не худо бы спрашиваться,spoken,0,0,0,0,-1,0,-1
griboyedov-gore-ot-uma,"Ведь я ей несколько сродни,",ведь я она несколько сродни,spoken,0,0,0,0,-1,0,-1
griboyedov-gore-ot-uma,По крайней мере искони,по крайний мера искони,spoken,0,0,-1,1,-1,0,-1
griboyedov-gore-ot-uma,Отцом недаром называли.,отец недаром называть,spoken,0,0,0,0,-1,0,-1
griboyedov-gore-ot-uma,Пусть я посватаюсь вы что бы мне сказали?,пусть я посвататься вы что бы я сказать,spoken,0,0,0,0,-1,0,0
griboyedov-gore-ot-uma,Сказал бы я во-первых: не блажи,сказать бы я во-первых не блажь,spoken,-1,0,1,0,-1,0,0
griboyedov-gore-ot-uma,Именьем брат не упрекай оплошно,имение брат не упрекать оплошно,spoken,-1,0,-1,0,0,0,0
griboyedov-gore-ot-uma,А главное поди-тка послужи.,а главное поди тка послужить,spoken,0,0,0,0,0,0,0
griboyedov-gore-ot-uma,Служить бы рад прислуживаться тошно.,служить бы рад прислуживаться тошно,spoken,0,0,-1,0,-1,0,-1
griboyedov-gore-ot-uma,Вот то-то все вы гордецы!,вот то-то весь вы гордец,spoken,-1,0,0,0,0,0,0
griboyedov-gore-ot-uma,Спросили бы как делали отцы?,спрашивать бы как делать отец,spoken,0,0,0,1,-1,0,0
griboyedov-gore-ot-uma,Учились бы на старших глядя:,учиться бы на старший глядеть,spoken,0,1,-1,1,-1,0,0
griboyedov-gore-ot-uma,Мы например или покойник дядя,мы например или покойник дядя,spoken,0,0,0,0,0,0,0
griboyedov-gore-ot-uma,Максим Петрович: он не то на серебре,максим петрович он не то на серебро,spoken,0,0,0,0,0,0,0
griboyedov-gore-ot-uma,"На золоте едал, сто человек к услугам,",на золото едать сто человек к услуга,spoken,0,1,0,1,0,0,0
griboyedov-gore-ot-uma,"Весь в орденах, езжал-то вечно цугом,",весь в орден езжать то вечно цугом,spoken,0,0,0,0,-1,0,0
griboyedov-gore-ot-uma,Век при дворе да при каком дворе!,век при двор да при какой двор,spoken,0,1,0,0,0,0,0
griboyedov-gore-ot-uma,Тогда не то что ныне,тогда не то что ныне,spoken,0,0,0,0,-1,0,0
griboyedov-gore-ot-uma,При государыне служил Екатерине.,при государыня служить екатерина,spoken,0,0,-1,0,0,0,0
griboyedov-gore-ot-uma,А в те поры все важны! в сорок пуд...,а в тот пора все важный в сорок пуд,spoken,1,1,0,1,-1,0,0
griboyedov-gore-ot-uma,Раскланяйся — тупеем не кивнут.,раскланиваться тупей не кивнуть,spoken,-1,0,0,0,0,0,0
griboyedov-gore-ot-uma,Вельможа в случае — тем паче,вельможа в случай тот паче,spoken,0,0,0,-1,-1,0,0
griboyedov-gore-ot-uma,Не как другой и пил и ел иначе.,не как другой и пить и есть иначе,spoken,0,0,0,1,-1,0,0
griboyedov-gore-ot-uma,А дядя! что твой князь? что граф?,а дядя что твой князь что граф,spoken,0,1,0,-1,0,0,0
griboyedov-gore-ot-uma,Сурьезный взгляд надменный нрав.,сурьезный взгляд надменный нрав,spoken,-1,-1,0,-1,0,0,0
griboyedov-gore-ot-uma,Когда же надо подслужиться,когда же надо подслуживаться,spoken,0,0,0,0,-1,0,0
griboyedov-gore-ot-uma,И он сгибался вперегиб:,и он сгибаться вперегиб,spoken,0,0,0,0,0,0,0
griboyedov-gore-ot-uma,"На куртаге ему случилось обступиться,",на куртаг он случаться обступиться,spoken,0,-1,0,0,0,0,0
griboyedov-gore-ot-uma,"Упал да так что чуть затылка не пришиб,",упасть да так что чуть затылок не пришибать,spoken,0,1,0,0,-1,0,0
griboyedov-gore-ot-uma,"Старик заохал голос хрипкий,",старик заохать голос хрипкий,spoken,0,0,0,0,0,0,0
griboyedov-gore-ot-uma,"Был высочайшею пожалован улыбкой,",быть высокий пожаловать улыбка,spoken,0,1,1,1,-1,0,0
griboyedov-gore-ot-uma,"Изволили смеяться, как же он?",изволить смеяться как же он,spoken,-1,0,1,1,-1,0,0
griboyedov-gore-ot-uma,Привстал оправился хотел отдать поклон,привставать оправляться хотеть отдавать поклон,spoken,0,0,0,0,0,0,0
griboyedov-gore-ot-uma,Упал вдруго́рядь — уж нарочно —,упасть вдругорядь уж нарочно,spoken,0,0,0,-1,-1,0,0
griboyedov-gore-ot-uma,А хохот пуще он и в третий так же точно.,а хохот пуще он и в третий так же точно,spoken,0,0,0,1,-1,0,0
griboyedov-gore-ot-uma,А? как по вашему? по нашему — смышлен.,а как по ваш по наш смышленый,spoken,1,0,0,1,0,0,0
griboyedov-gore-ot-uma,Упал он больно встал здорово.,упасть он больно вставать здорово,spoken,1,0,0,-1,-1,0,0
griboyedov-gore-ot-uma,Зато бывало в вист кто чаще приглашен?,зато бывало в вист кто часто приглашать,spoken,0,1,0,0,0,0,0
griboyedov-gore-ot-uma,Кто слышит при дворе приветливое слово?,кто слышать при двор приветливый слово,spoken,1,1,0,0,-1,0,0
griboyedov-gore-ot-uma,Максим Петрович! Кто пред всеми знал почет?,максим петрович кто пред все знать почет,spoken,1,1,0,0,-1,0,0
griboyedov-gore-ot-uma,Максим Петрович! Шутка!,максим петрович шутка,spoken,0,-1,0,-1,0,0,0
griboyedov-gore-ot-uma,В чины выводит кто и пенсии дает?,в чин выводить кто и пенсия давать,spoken,0,0,0,0,-1,0,0
griboyedov-gore-ot-uma,Максим Петрович! Да! Вы нынешние — ну-тка!,максим петрович да вы нынешний ну тка,spoken,0,1,0,1,-1,0,0
griboyedov-gore-ot-uma,И точно начал свет глупеть,и точно начинать свет глупеть,spoken,-1,0,0,1,-1,0,0
griboyedov-gore-ot-uma,"Сказать вы можете вздохнувши,",сказать вы мочь вздыхать,spoken,-1,0,-1,0,-1,0,0
griboyedov-gore-ot-uma,Как посравнить да посмотреть,как посравнивать да посмотреть,spoken,0,1,0,1,0,0,0
griboyedov-gore-ot-uma,Век нынешний и век минувший:,век нынешний и век минувший,spoken,0,0,0,0,-1,0,0
griboyedov-gore-ot-uma,"Свежо предание а верится с трудом,",свежий предание а вериться с труд,spoken,1,0,0,1,-1,0,0
griboyedov-gore-ot-uma,"Как тот и славился чья чаще гнулась шея,",как тот и славиться чей часто гнуться шея,spoken,1,0,0,1,0,0,0
griboyedov-gore-ot-uma,"Как не в войне а в мире брали лбом,",как не в война а в мир брать лоб,spoken,-1,0,1,1,-1,0,0
